Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk10.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk11.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk12.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk1.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk2.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk3.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk4.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk5.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk6.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk7.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk8.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk9.raw.dia
Q61137	Q61137;Q3UHD7;A0A0A6YWE6;A0A0A6YXJ4;Q3TPU9	ASTN1_MOUSE	Astn1	Astrotactin-1	726.828			313.997					398.756	815.549	1073.48	1051.69
Q61147	Q61147;E9PZD8;G3X8Q5;G3X9T8;Q2F3J4	CERU_MOUSE	Cp	Ceruloplasmin	546.305			1524.08	1789.91	722.95	1522		781.159	1156.7	809.15	1065.82
Q61151	Q61151;Q3UZJ4;A0A1W2P838	2A5E_MOUSE	Ppp2r5e	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform	373.472			265.971	243.775	527.809	345.967	277.992		449.969		405.469
Q61166	Q61166;Q3U4H0	MARE1_MOUSE	Mapre1	Microtubule-associated protein RP/EB family member 1	1819.33	1973.15		1135.68	1223.25	1325.25	722.534	1283.79	1684.35	1575.04	1710.4	1574.49
Q61171	Q61171;D3Z4A4;Q5M9N9	PRDX2_MOUSE	Prdx2	Peroxiredoxin-2	12701.3	6452.53	8009.88	14728.2	13080.8	13118.5	10708.5	14818	17805.4	15948.6	14392	14489.2
Q61176	Q61176	ARGI1_MOUSE	Arg1	Arginase-1	2685.55	1762.51	14221	590.351	1192.87	1035.02	833.055	1614.29	3215.26	1041.61	2888.13	621.015
Q61187	Q61187;Q3UCW0;Q3UK08;A0A1B0GS09	TS101_MOUSE	Tsg101	Tumor susceptibility gene 101 protein	978.114	1512.01	13759.8	1153.19	1326.59	1832.57	1120.23	1741.02	1294.7	1944.18	1033.7	1418.44
Q61191	Q61191;B1AUX2	HCFC1_MOUSE	Hcfc1	Host cell factor 1	624.474			623.974	640.913	337.002	645.029	506.638	1236.35	926.786	787.386	659.182
Q61205	Q61205;Q3TJC2;D3Z2X5;D3Z7E6;Q8CA83	PA1B3_MOUSE	Pafah1b3	Platelet-activating factor acetylhydrolase IB subunit alpha1	547.466									187.068		
Q61233	Q61233;Q3TJX0;Q3U6N7;Q3U6Z1;Q3U9M7	PLSL_MOUSE	Lcp1	Plastin-2	1280.56	10519.4	2169.33	3506.27	1833.39	2768.98	2397.22	2964.85	1812.86	1650.42	1407.04	1040.72
Q61301	P26231;Q61301;E0CXB9;Q545R0;Q3TGQ3;Q6NV50	CTNA2_MOUSE	Ctnna2	Catenin alpha-2	1618.05	2046.11	1721.38	1454.88	1975.95	2035.83	2193.83	2152.75	1827.54	1896.75	1790.69	2152.63
Q61316	Q61316;Q3U2G2;Q571M2;Q99L75;Q8C6R3	HSP74_MOUSE	Hspa4	Heat shock 70 kDa protein 4	1342.53	797.305	735.757	1477.73	1273.34	1106.59	890.468	1509.27	1484.74	1439.56	1414.85	1249.18
Q61330	Q61330;Q3UGZ2;Q3UH39	CNTN2_MOUSE	Cntn2	Contactin-2				682.497	615.356	915.09	480.413	841.121	333.211	968.951	993.781	792.379
Q61361	Q61361	PGCB_MOUSE	Bcan	Brevican core protein	11223.4	4443.76	11070.9	6820.3	7718.28	7035.79	10028.5	13359.1	7955.18	10705.1	10091.7	14914.6
Q61387	Q61387;E9PZS8;Q3U7R2;Q3UDK5;Q99KD6	COX7R_MOUSE	Cox7a2l	Cytochrome c oxidase subunit 7A-related protein, mitochondrial				915.041	573.652	474.612	416.731					
Q61390	Q61390;Q8BVT1;B1AT05;Q497N0	TCPW_MOUSE	Cct6b	T-complex protein 1 subunit zeta-2	858.166	338.164		664.3	400.427	389.637	171.943	497.262	252.29	492.079		487.352
Q61481	Q61481;F6X0V1	PDE1A_MOUSE	Pde1a	Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A	1053.22			758.245	899.338	1086.61	1866.63	669.567	493.683	1466.04	1395.11	1914.13
Q61490	Q61490;E9Q3Q6;E9Q4G8;Q54AJ5;Q5MPX5	CD166_MOUSE	Alcam	CD166 antigen	1181.36	995.433	1406.32	2449	2772.4	2123.09	1583.11	1686.64	197.187	1161.01	1287.62	1224.37
Q61543	Q61543;F8WHM5;Q53WR6	GSLG1_MOUSE	Glg1	Golgi apparatus protein 1	70.7962			316.433	163.838							
Q61545	Q61545;Q3UI30;Q5SUS9;Q5SUT0;Q6NVA3;Q9CRS5	EWS_MOUSE	Ewsr1	RNA-binding protein EWS	2893.85			740.347				535.125	1700.67	485.423	1034.31	
Q61548	Q61548;A0A5F8MPL3;E9Q9A3;E9QLK9;E9QQ05;Q3TWS4;Q3UI39	AP180_MOUSE	Snap91	Clathrin coat assembly protein AP180	6850.62	6226.69	6978.05	10508	10862.3	8300.62	8195.28	9391.28	6313.27	7706.79	6756.72	7840.94
Q61553	Q61553;A0A0G2JDU7	FSCN1_MOUSE	Fscn1	Fascin	4485.11	3380.75	4926.56	3988.29	3797.14	4032.55	4020.18	3621.23	4631.02	4116.92	4038	4126.51
Q61578	Q61578;Q3UZ58;Q6IQY0;Q6PG98	ADRO_MOUSE	Fdxr	NADPH:adrenodoxin oxidoreductase, mitochondrial	581.982	752.725		381.63	193.496		275.439					
Q61584	Q61584;A0A0G2JEP0;A0A0H2UH27;Q8C7U4	FXR1_MOUSE	Fxr1	RNA-binding protein FXR1	901.514	353.531		250.883		144.548	224.71	435.941	1470.13	535.526	352.505	773.582
Q61598	Q61598;A0A1Y7VLG4;Q3TIY6;Q3UC72;Q3UPA3;Q3UUX9	GDIB_MOUSE	Gdi2	Rab GDP dissociation inhibitor beta	2166.93	2281.54		2683.04	2653.08	2179.22	2300.54	1991.2	2996.06	3372.59	2432.6	2475.14
Q61599	Q61599;A0A0N4SVH4	GDIR2_MOUSE	Arhgdib	Rho GDP-dissociation inhibitor 2				754.472	444.257							
Q61644	Q61644;Q3TYF2;Q543Y7	PACN1_MOUSE	Pacsin1	Protein kinase C and casein kinase substrate in neurons protein 1	4572.86	3741.85	2745.64	5257.62	4923.6	4961.67	3597.46	4603.75	4493.26	3898	3601.85	3707.19
Q61646	Q61646;Q3UBS3	HPT_MOUSE	Hp	Haptoglobin	931.713	552.682	2440.16	254.883	579.399	278.255	477.847	806.317	471.701	182.3		
Q61656	Q61656;Q8BTS0;A1L333;B1ARB9;B1ARC0;O35662;Q3UXW3;Q3V0Z8;Q5U222;S4R1I6;S4R1E3	DDX5_MOUSE	Ddx5	Probable ATP-dependent RNA helicase DDX5	5276.09	2896.52		831.678	1236.07	1304.18	1675.93	2546.41	2593.02	1309.65	1578.61	1952.48
Q61667	Q61667	Q61667_MOUSE		Histone H4 (Fragment)			2437.98	1447.73	305.964		440.51	1240.26	702.804			
Q61686	Q61686	CBX5_MOUSE	Cbx5	Chromobox protein homolog 5	1380.3	580.892					436.759	588.998	1064.98	384.409	230.233	539.242
Q61699	Q61699;E9Q0U7	HS105_MOUSE	Hsph1	Heat shock protein 105 kDa	3070.83	2760.1	5480.65	4511	3916.22	4795.27	3623.41	4714.23	3581.45	4110.2	4405.13	4223.9
Q61701	Q61701;Q60899;Q60900;Q80XH9;Q9CXQ0;A0A1L1SS95;A2A9R4;B1AXZ0;B1AXZ4;B1AXZ5;B1AXZ6;H3BLG7;Q3UR02;Q564D8;Q80UJ0;Q80Y51;Q91XI8;Q91XI9	ELAV4_MOUSE	Elavl4	ELAV-like protein 4	2952.57	1526.97	3268.15	1779.69	1464.77	1811.44	1733.18	2737.03	2200.4	1972.51	2167.72	2234.89
Q61704	Q61704;A0A2I3BRQ3	ITIH3_MOUSE	Itih3	Inter-alpha-trypsin inhibitor heavy chain H3	464.538			391.54	469.8	286.817	790.014	980.384		760.451	903.704	614.041
Q61739	Q61739;A0A5F8MPB5;Q6PEE8;Q80ZI8;Q8CC06	ITA6_MOUSE	Itga6	Integrin alpha-6	802.747		1167.06	1888.21	2094.1	1165.64	2044.58	700.493	1585.67	1051.39	1398.66	892.891
Q61749	Q61749;A0A0J9YUY0;D3Z780	EI2BD_MOUSE	Eif2b4	Translation initiation factor eIF2B subunit delta	550.032		242.049	228.62	302.615	302.71	614.503	375.46	738.108	638.953	814.384	685.845
Q61753	Q61753;F6ZSB7	SERA_MOUSE	Phgdh	D-3-phosphoglycerate dehydrogenase	371.315	2187		1018.28	902.445	1242.14	903.562	1204.54	704.005	1251.7	914.703	902.52
Q61768	Q61768	KINH_MOUSE	Kif5b	Kinesin-1 heavy chain				462.844	261.616	333.033	210.406	734.685				388.927
Q61792	Q61792;Q543N3;A2A6G7;A2A6G8;A2A6G9;A2A6H0	LASP1_MOUSE	Lasp1	LIM and SH3 domain protein 1	1061.48	511.507		1523.62	1761.71	1144.05	988.06	902.956	1640.99	1098.64	1094.82	981.503
Q61830	Q61830;Q2HZ94	MRC1_MOUSE	Mrc1	Macrophage mannose receptor 1				328.431								
Q61879	Q61879;Q3UH59;Q5SV64;Q8BLI1;Q8BLI3;Q8BWI3;Q8BXF2	MYH10_MOUSE	Myh10	Myosin-10	1650.3	686.677	2570.04	1839.68	1781.35	2164.28	1621.77	2159.28	2188.62	1573.92	1878.46	1138.97
Q61885	Q61885;Q3UY21;Q80YU5	MOG_MOUSE	Mog	Myelin-oligodendrocyte glycoprotein				143.254	599.693	137.751		170.429	473.698	490.307		137.675
Q61937	Q5SQB7;Q61937;Q3U536;Q5BL09;Q5SQB0;Q5SQB5;Q5U438;Q8BSZ3;Q9DAY9;Q3UDA7	NPM_MOUSE	Npm1	Nucleophosmin	4615.47	3042.3	4477.89	2067.76	1300.16	2204.53	2250.87	3345.67	4098.89	1569.57	4148.13	2960.45
Q61941	Q61941;E9Q8F4;Q3TWH2;Q8BGK0;Q8C1W8;Q8C3H2;Q8C9V5;Q922E1;Q8C337	NNTM_MOUSE	Nnt	NAD(P) transhydrogenase, mitochondrial	727.476		2331.5	2187.52	2129.72	1337.15	1767.63	1003.29	900.094	1965.52	1002.75	849.908
Q61990	Q61990;A0A2R8VHP9;A0A2R8VI25;A0A2R8VI92;A0A2R8W6H3;A0A2R8W6U6;B2M1R7;Q3TT81;Q3V486	PCBP2_MOUSE	Pcbp2	Poly(rC)-binding protein 2	4520.28	2493.64	3707.39	2601.48	3331.56	3588.32	3261.68	5221.9	3979.4	5415.56	5159.35	5597.82
Q62000	Q62000;Q543C5	MIME_MOUSE	Ogn	Mimecan	387.94									581.641		1320.99
Q62048	Q62048;D3Z375	PEA15_MOUSE	Pea15	Astrocytic phosphoprotein PEA-15	252.971			1601.52	420.471	1848.66	1852.04	1068.3	779.026	1061.1	506.522	
Q62059	Q62059;E9PYH0;E9QMK2;E9QMK3;G3XA35;Q3TTS3;F7B603	CSPG2_MOUSE	Vcan	Versican core protein	1164.23	1517.73		859.688	603.837	405.692	303.483	473.659	1141.35	434.104	213.499	1312.99
Q62084	Q62084;A0A494B933;A0A494B9R1;A0A494BB30	PP14B_MOUSE	Ppp1r14b	Protein phosphatase 1 regulatory subunit 14B				244.038	280.983							
Q62086	Q62086	PON2_MOUSE	Pon2	Serum paraoxonase/arylesterase 2				299.38								
Q62093	Q62093;Q8C671;Q06477	SRSF2_MOUSE	Srsf2	Serine/arginine-rich splicing factor 2	7915.56	4172.73	1810.9	1855.28	1329.8	2194.61	3825.45	5286.18	6135.81	3108.89	3116.25	1739.24
Q62108	Q62108;A0A338P6I6;G3UZL5;A0A338P6E5	DLG4_MOUSE	Dlg4	Disks large homolog 4	5953.45	4409.27	6078.35	4196.53	4938.77	5581.09	6029.74	4736.68	5821.91	6990.58	6531.19	7308.03
Q62167	P16381;Q62095;Q62167;B7ZWF1;B9EIA2;B9EKE9;Q3TQX5;Q3U484	DDX3X_MOUSE	Ddx3x	ATP-dependent RNA helicase DDX3X	1339.39	1453.9	2206.78	765.697	1105.86	1221.42	942.964	1061.84	1736.06	980.694	1188.05	1428.67
Q62186	Q62186;Q3TVJ8;Q9D6F7;Q9D8L3;Q9DC94	SSRD_MOUSE	Ssr4	Translocon-associated protein subunit delta	658.187	508.38	1741.01	993.788	402.458	704.539	740.194	1532.21	1130.54	553.337	1353.36	225.474
Q62188	Q62188;E9PWE8;Q3TAS8;Q3TT92	DPYL3_MOUSE	Dpysl3	Dihydropyrimidinase-related protein 3	10846.3	7068.7	6395.64	15008.9	15324.9	17293.8	12123.3	8963.37	13435.4	9909.89	11639.8	15790.4
Q62189	Q62189;Q9CXX7	SNRPA_MOUSE	Snrpa	U1 small nuclear ribonucleoprotein A	653.881			394.692								
Q62203	Q62203;G3UVU2;D3YW09;D3Z5A6;Q7TN25	SF3A2_MOUSE	Sf3a2	Splicing factor 3A subunit 2				139.948								
Q62241	Q62241;A0A3B2W450;A0A3B2WCR6;Q569X3	RU1C_MOUSE	Snrpc	U1 small nuclear ribonucleoprotein C	1463.56			234.417		193.227	500.517	1341.59	1280.25		822.674	823.307
Q62255	Q62255;A0A5F8MPC9	SALL3_MOUSE	Sall3	Sal-like protein 3				171.434								
Q62261	Q62261;A0A0A0MQG2;Q3TZN6;Q5DTR4	SPTB2_MOUSE	Sptbn1	Spectrin beta chain, non-erythrocytic 1	11355.4	10137.3	11832.6	20113.1	16665.8	19420.7	14441.6	15757.2	11448.2	13948.3	14789.6	14048.4
Q62277	Q62277;A4FUR8	SYPH_MOUSE	Syp	Synaptophysin	2204.39	566.999	6455.26	15131.7	19520.8	9865.23	6074.56	5325.94	5078.82	6049.12	4512.6	2149.79
Q62318	Q62318;Q5EBP9;Q3UDN8	TIF1B_MOUSE	Trim28	Transcription intermediary factor 1-beta	3832.2	1309.96	1895.37	2080.47	1449.26	2168.93	2401.93	4524.69	3574.89	2759.47	2026.62	2758.81
Q62348	Q62348;Q545E6	TSN_MOUSE	Tsn	Translin	530.017			741.3	251.376	396.245	529.753	895.573	522.186	824.659		690.925
Q62351	Q542D9;Q62351;Q8C872	TFR1_MOUSE	Tfrc	Transferrin receptor protein 1				81.1804		161.914						
Q62376	Q62376;A2RS68;Q9CR32;A0A1B0GR44;A0A1B0GRR8;Q6ZWP0;Q7TT81	RU17_MOUSE	Snrnp70	U1 small nuclear ribonucleoprotein 70 kDa	4864.34	2482.51		989.748	721.228	1481.91	1170.63	3941.4	2552.89	1000.81	2222.94	1118.46
Q62398	Q62398;A3KGE1	CNGA2_MOUSE	Cnga2	Cyclic nucleotide-gated olfactory channel	1275.97	429.351		416.915	175.64	901.599	1030.48	426.904		2038.92	1375.69	1835.75
Q62407	Q62407;E9QQ25;A0A087WSE3	SPEG_MOUSE	Speg	Striated muscle-specific serine/threonine-protein kinase	13036.8	14097.2	16684.4		1987.3	1845.2	4530.91	7701.56	6993.43	1645.9	16825.9	5607.03
Q62418	Q62418	DBNL_MOUSE	Dbnl	Drebrin-like protein	968.3	844.389	1205.04	814.31	1230.48	1097.89	1917.07	754.68	1089.68	1608.84	944.356	1168.84
Q62419	Q62419;Q3TJB4;Q3TRJ7;Q3U3C4;A0A3B2W7K0	SH3G1_MOUSE	Sh3gl1	Endophilin-A2	400.272			748.549	1504.29	2165.79						1111.46
Q62420	Q62419;Q62420;A2ALV3;Q3TJB4;Q3TRJ7;Q3U3C4;A0A3B2W7K0;A2ALV1;Q8BXU5	SH3G2_MOUSE	Sh3gl2	Endophilin-A1	3516.77	5060.45	3411.53	2525.32	2877.11	2498.02	1707.65	2570.11	3843.55	2002.97	2300.8	2704.52
Q62422	Q62422;A0A494BA97	OSTF1_MOUSE	Ostf1	Osteoclast-stimulating factor 1			701.351	1369.62	843.032	648.483	764.007	650.679		1002.29	631.49	566.868
Q62425	Q62425;A0A0N4SVQ1	NDUA4_MOUSE	Ndufa4	Cytochrome c oxidase subunit NDUFA4	1566.75		1971.75	7783.07	7423.78	3885.2	2952.73	1259.55	1219.87	1411.32	738.734	1290.26
Q62442	Q62442;D3YTU0;Q9CXX2;A0A0N4SUV3	VAMP1_MOUSE	Vamp1	Vesicle-associated membrane protein 1				489.985	738.008	490.442	1060.08	1392.65		349.932	451.799	
Q62443	Q62443;A2ACL9	NPTX1_MOUSE	Nptx1	Neuronal pentraxin-1	11218.1	15105.1	7647.13	2380	2977.41	3448.89	2610.61	4073.4	6728.78	3439.71	5987.97	8724.94
Q62448	Q62448;G3XA17;A0JNY7;F7CBP1;Q3U9U9	IF4G2_MOUSE	Eif4g2	Eukaryotic translation initiation factor 4 gamma 2	615.885	204.758	1068.88	852.242	527.211	986.216	667.784	916.516	1272.34	763.849	306.135	827.019
Q62465	Q62465;Q3TXD3;Q3U331;Q499X4;Q5RKP0	VAT1_MOUSE	Vat1	Synaptic vesicle membrane protein VAT-1 homolog	759.913	1366.16		2671.47	2191.98	1933.96	1488.7	1264.78	1522.22	1173.68	589.817	
Q62523	Q62523;Q3TCR9;Q7TQE2;Q8CBM0;Q8CD55	ZYX_MOUSE	Zyx	Zyxin	163.23		759.592	362.325	105.852	535.723	251.475	889.806		317.963		321.745
Q63739	Q63739;B9EKL6	TP4A1_MOUSE	Ptp4a1	Protein tyrosine phosphatase type IVA 1	382.699	513.266		463.786	417.325	432.992	202.519	527.445		131.862		254.472
Q63810	Q63810	CANB1_MOUSE	Ppp3r1	Calcineurin subunit B type 1	2891.14	3661.44		1893.02	3424.49	2363.37	2159.3	1159.58	4313.15	3233.59	4059.89	4270.37
Q63844	Q63844;D3Z3G6;D3Z6D8;Q3U2H3;A0A0U1RPZ0	MK03_MOUSE	Mapk3	Mitogen-activated protein kinase 3	1288.32	1652.8	3166.35	1341.33	1355.88	1455.94	1339.34	1704.25	1491.71	1120.96	533.423	868.132
Q63850	Q63850;Q5FWJ9;Q3TFE2;Q3THR9;Q3U2X1;Q3UDG5	NUP62_MOUSE	Nup62	Nuclear pore glycoprotein p62		619.682		232.884	246.579	158.812	480.416	1062.31	431.611	494.978		
Q63912	Q63912;G3XA53;Q3UVV3	OMGP_MOUSE	Omg	Oligodendrocyte-myelin glycoprotein	6402.67	3035.97	8852.05	7224.95	8807.27	7968.01	7957.73	9660.2	5438.52	10930.3	10862.2	10426.9
Q63943	Q63943;E9Q5E0;Q3URR2;Q921S6	MEF2D_MOUSE	Mef2d	Myocyte-specific enhancer factor 2D				446.074		495.081		580.844		469.893	451.544	
Q63959	Q63959;E9QKI2;A0A140LHI4;A0A140LHT3;A0A140LIW8	KCNC3_MOUSE	Kcnc3	Potassium voltage-gated channel subfamily C member 3				533.131	663.387	502.684	871.976			942.947	662.892	
Q64010	Q5ND51;Q64010;Q8BPE7;F7D232;Q5ND50;Q8JZR2;Q920I1	CRK_MOUSE	Crk	Adapter molecule crk	1025.75			965.154	1060.2	1063.23	727.98	838.831	792.979	1345.13	854.174	839.675
Q64012	Q64012;A2AU60;A2AU61;A2AU62;Q3TGD3;Q3U3F6	RALY_MOUSE	Raly	RNA-binding protein Raly	3622.71	2570.18		1409.22	926.353	1126.47	1761.09	2654.63	2059.32	1168.91	2599.99	1179.72
Q640R3	Q640R3;B2RSY3	HECAM_MOUSE	Hepacam	Hepatic and glial cell adhesion molecule				106.673								
Q64133	Q64133;Q3TPD9;Q3UJ53;Q3U2X5	AOFA_MOUSE	Maoa	Amine oxidase [flavin-containing] A	678.81		1688.17	921.647	1036.1	1167.58	1024.06	1258.11	853.523	1262.62	1332.64	237.916
Q64152	Q64152;Q3UJR8	BTF3_MOUSE	Btf3	Transcription factor BTF3				760.382			379.538			731.39		365.591
Q641P0	Q641P0	ARP3B_MOUSE	Actr3b	Actin-related protein 3B	1600.55	1198.81		1574.94	1663.55	1603.73	1407.3	1343.87	1845.08	1995.83	1426.8	2579.25
Q64331	Q64331;V9GX76;B2RWR8;E9PVU0;E9Q174;E9Q175;Q6A077;V9GXM4	MYO6_MOUSE	Myo6	Unconventional myosin-VI				500.306	372.049	524.23		857.705	618.387	537.447	473.918	
Q64332	Q64332	SYN2_MOUSE	Syn2	Synapsin-2	7836.04	5236.94	4360.34	15795	14994.5	12979.3	9685.04	9142.68	10120.7	9406.22	6535.46	9239
Q64336	Q64336;A2AR81	TBR1_MOUSE	Tbr1	T-box brain protein 1				142.563	124.01							
Q64373	Q64373;Q5HZH3;A2AHX9;O35843;Q3T9W4;Q99N35;Q99N36;Q9QWX2	B2CL1_MOUSE	Bcl2l1	Bcl-2-like protein 1				481.779	349.593	331.176	340.859	294.427		559.819		474.016
Q64374	Q64374	RGN_MOUSE	Rgn	Regucalcin	662.753	1445.81		135.397								
Q64433	Q64433;Q4KL76;Q9JI95	CH10_MOUSE	Hspe1	10 kDa heat shock protein, mitochondrial	5153.23	4468.26	7320.17	6923.14	6661.48	6630.79	5241.18	5778.1	6376.43	5037	4504.52	5377
Q64436	Q64436;Q91WH7	ATP4A_MOUSE	Atp4a	Potassium-transporting ATPase alpha chain 1	1167.7	824.411	4608.13	2535.08	3294.17	3300.97	2416.19	2375.41	2368.21	2670.47	1826.15	1503.71
Q64487	A2A8L5;Q64487;B9EJA3;E9PVW8;E9Q7I7;G3UWK6;G3UX60;G3UY75;G3UYU6;A0A1Y7VNR5	PTPRD_MOUSE	Ptprd	Receptor-type tyrosine-protein phosphatase delta	706.904	918.918		849.871	1045.99	1229.44	845.568	992.468	1275.97	1205.19	793.542	931.905
Q64511	Q64511;Q3TR62;Q8BRY5	TOP2B_MOUSE	Top2b	DNA topoisomerase 2-beta	1149.44	716.315	744.002	466.294	479.016	426.217	1073.52	914.091	367.336	767.974		751.331
Q64514	Q64514;A0A087WRC0;Q3TB11;Q3TW28;Q3U4M7;Q05DJ9;Q3V3M8;Q3V451	TPP2_MOUSE	Tpp2	Tripeptidyl-peptidase 2	693.526			975.042	841.776	1094	812.335	986.24	1468.67	1081.1	1453.97	1084.5
Q64520	Q64520;E9Q7K1	KGUA_MOUSE	Guk1	Guanylate kinase	447.859			294.39	422.221		378.521	1014.82	282.148	278.135		178.226
Q64523;Q6GSS7	C0HKE1;C0HKE2;C0HKE3;C0HKE4;C0HKE5;C0HKE6;C0HKE7;C0HKE8;C0HKE9;Q64523;Q6GSS7;Q8BFU2;Q8CGP5;Q8CGP6;Q8CGP7;Q8R1M2;Q8CGP4;A0A0N4SV66;A0AUV1;A2AB79;A3KPD0;B2RVF0;B2RWH3;Q149V4;Q64426;Q61668	H2A2A_MOUSE;H2A2C_MOUSE	H2ac20;Hist2h2aa1	Histone H2A type 2-C	200763	63732.6	341392	412288	533584	345673	217205	384965	138002	226823	140446	132978
Q64527	Q64527;Q0VBT1	WNT8A_MOUSE	Wnt8a	Protein Wnt-8a				944.176	568.437	1081.55						
Q64674	Q64674;Q543H0;Q3UJL7;Q8BSZ8	SPEE_MOUSE	Srm	Spermidine synthase	2080.35	1488.75		1086.06	770.065	1347.83	769.069	633.57	1121.42	614.484	822.67	1282.92
Q64727	Q64727	VINC_MOUSE	Vcl	Vinculin	679.655	1598.48	2615.74	742.315	700.514	636.162	732.812	858.25	1007.49	679.901	785.489	728.884
Q64729	Q4FJL1;Q64729;E9Q418;Q3U485;Q9D5H8	TGFR1_MOUSE	Tgfbr1	TGF-beta receptor type-1							605.504					363.698
Q64737	Q64737;Q3UJP8;Q3TH49;A0A338P676;A0A338P6X4;D6RCG1	PUR2_MOUSE	Gart	Trifunctional purine biosynthetic protein adenosine-3	677.523			1151.49	1374.98	930.432	1104.28	1142.19		1004.51	1534.72	
Q66L44	Q66L44;E9PW07	CBARP_MOUSE	Cbarp	Voltage-dependent calcium channel beta subunit-associated regulatory protein				117.738	125.694	67.113						
Q68FD5	Q68FD5;Q5SXR6;Q80U89;Q3UPJ3	CLH1_MOUSE	Cltc	Clathrin heavy chain 1	4673.89	4443.8	11039.5	15203.8	13149.6	14161	11589.7	9757.6	7383	7793.25	7119.39	6595.88
Q68FD9	Q68FD9;D3YTS3	K1549_MOUSE	Kiaa1549	UPF0606 protein KIAA1549		226.811		593.37	553.478	602.498	414.67			381.561		
Q68FE6	Q68FE6	RIPR1_MOUSE	Ripor1	Rho family-interacting cell polarization regulator 1	211.064					494.901	273.429		151.145	656.511	923.581	376.417
Q68FF6	Q68FF6;Q5F258	GIT1_MOUSE	Git1	ARF GTPase-activating protein GIT1	4260.14	2325.83	7009.68	1983.41	2733.75	1473.12	3007.29	2524.15	2226.04	1359.59	2663.41	3632.63
Q68FG2	Q3UGZ4;Q68FG2;Q68FM2;Q6A087;Q80ZK2	Q68FG2_MOUSE	Sptbn2	Spectrin beta chain	10700.3	9702.43	11392.3	9997.43	9406.55	10107.9	10582.5	10410.7	10559	9231.56	12042	11917.6
Q68FH0	Q68FH0;A2AS45;A2AS47	PKP4_MOUSE	Pkp4	Plakophilin-4				524.677		563.627				572.819		
Q68FL4	Q68FL4;F8WI65;Q80TQ9;F8WGT1;H3BKT5;Q3TSQ0;Q80WX1	SAHH3_MOUSE	Ahcyl2	Putative adenosylhomocysteinase 3			1931.09	2126.79	2706.32	2162.04			1571.62	2326.03		3989.93
Q68FL6	Q68FL6;E9QB02;F6W0G8	SYMC_MOUSE	Mars1	Methionine--tRNA ligase, cytoplasmic	2706.93	3253.18	3784.54	1805.49	1574.55	1019.64	1513.76	1767.64	2508.15	2084.39	2020.37	3036.01
Q68FM6	Q68FM6	PPR29_MOUSE	Elfn2	Protein phosphatase 1 regulatory subunit 29	581.19			505.549	835.184	973.422	641.845		1133.12	421.246		787.813
Q69Z26	Q69Z26;F8WH58	CNTN4_MOUSE	Cntn4	Contactin-4	942.211	889.802		555.178	1173.84	1079.57	1669.23		1467.75	1660.73	2070.62	1352.81
